_id,name,address,category,noiseLevel,groupFriendly,hours,description,status,pos,createdBy,createdAt
509,Youtags,1 Mcguire Terrace,Library,Moderate,Group Friendly,11:00am - 5:00pm,Challenging 1000-piece jigsaw puzzle for all ages.,,99.705419,509,2/2/2026
510,Podcat,23708 Scoville Center,Cafe,Loud,Group Friendly,11:00am - 5:00pm,Smoky and sweet BBQ sauce for grilling and dipping.,,21.1718237,510,7/29/2025
511,Realmix,3 Drewry Way,Library,Moderate,Not Group Friendly,11:00am - 5:00pm,Rich and creamy almond milk with a hint of chocolate.,,-64.2679738,511,10/5/2025
512,Skyble,4 Northview Park,Residence,Loud,Group Friendly,24 hour,Portable projector with 1080p resolution for movies.,,23.9179589,512,8/21/2025
513,Twitternation,3 Schurz Lane,Student Center,Loud,Not Group Friendly,8:00am - 6:00pm,Energy-efficient LED bulbs that can be controlled via smartphone.,,113.829667,513,5/4/2025
514,Muxo,10 Meadow Valley Avenue,Library,Loud,Group Friendly,24 hour,Savory sausage links seasoned with Italian spices.,,120.8483007,514,11/27/2025
515,Livetube,471 Vera Way,Residence,Moderate,Group Friendly,11:00am - 5:00pm,A tangy sauce that combines lemon zest and basil for a refreshing flavor.,,110.363649,515,5/24/2025
516,Demimbu,93984 1st Circle,Residence,Loud,Group Friendly,24 hour,Classic V-neck sweater crafted from soft wool for warmth and style.,,-67.9195741,516,8/7/2025
517,Photobug,1 Elka Pass,Library,Moderate,Not Group Friendly,8:00am - 6:00pm,"Eye-catching mini dress with sequins, ideal for party nights out.",,124.4695397,517,9/11/2025
518,Oloo,6419 Vidon Avenue,Residence,Quiet,Not Group Friendly,11:00am - 5:00pm,Strategic board game for family game nights.,,120.7906666,518,12/3/2025
519,Ooba,1672 Armistice Parkway,Cafe,Quiet,Not Group Friendly,8:00am - 6:00pm,Easy-to-make falafel mix for a tasty vegetarian meal.,,-0.2338473,519,1/8/2026
520,Aimbo,531 Morning Park,Residence,Moderate,Group Friendly,8:00am - 6:00pm,Designed for comfort and performance during workouts.,,111.1995479,520,11/20/2025
521,Demizz,7402 Eliot Place,Academic,Moderate,Not Group Friendly,24 hour,Eco-friendly bamboo toothbrush for sustainable living.,,101.6419959,521,11/23/2025
522,Tavu,6639 Bunker Hill Park,Academic,Quiet,Not Group Friendly,11:00am - 5:00pm,Infuser for brewing loose-leaf herbal teas easily.,,26.9399664,522,12/23/2025
523,Oba,434 Northwestern Parkway,Student Center,Moderate,Group Friendly,24 hour,Personalized nameplate for offices or homes.,,0.098598,523,5/12/2025
524,Kayveo,51966 Buena Vista Place,Residence,Loud,Not Group Friendly,8:00am - 6:00pm,Sturdy grip to hold your phone securely while taking selfies.,,103.40391,524,2/13/2026
525,Topicware,21053 Westend Crossing,Academic,Loud,Not Group Friendly,11:00am - 5:00pm,Ergonomic mouse designed for gamers with high DPI.,,10.4024274,525,4/16/2025
526,Trunyx,57 Scoville Crossing,Student Center,Quiet,Not Group Friendly,11:00am - 5:00pm,Classic wooden puzzle game for kids and adults.,,-4.4088857,526,5/30/2025
527,Meevee,756 6th Terrace,Student Center,Quiet,Not Group Friendly,11:00am - 5:00pm,Set of brush pens for colorful and creative painting.,,122.133225,527,4/16/2025
528,Omba,86 Northfield Pass,Cafe,Loud,Group Friendly,24 hour,A mix of fresh vegetables for quick stir-fries.,,104.0304535,528,3/14/2026
529,Dazzlesphere,8 Messerschmidt Crossing,Cafe,Loud,Not Group Friendly,24 hour,Crunchy granola mixed with coconut flakes.,,-70.6636064,529,8/4/2025
530,Gabcube,71968 Lindbergh Junction,Cafe,Quiet,Group Friendly,24 hour,Ergonomic office chair with lumbar support and adjustable height.,,19.5835874,530,4/8/2025
531,Yakidoo,04339 Commercial Terrace,Academic,Quiet,Not Group Friendly,8:00am - 6:00pm,A mix of brined Mediterranean olives for snacking.,,106.5230542,531,11/14/2025
532,Kwimbee,8 Sloan Drive,Library,Moderate,Group Friendly,24 hour,DIY projector that magnifies your smartphone screen for movie nights.,,-75.9928971,532,10/7/2025
533,Zazio,769 East Way,Academic,Loud,Group Friendly,11:00am - 5:00pm,Frozen vegan tacos filled with plant-based protein and spices.,,-73.268611,533,1/23/2026
534,Dabjam,6565 Melody Road,Cafe,Loud,Group Friendly,8:00am - 6:00pm,Sweet and nutty filling for delicious homemade pecan pie.,,103.240546,534,2/6/2026
535,Divavu,30 Ridgeview Avenue,Academic,Quiet,Group Friendly,11:00am - 5:00pm,A pre-packaged salad kit with noodles and Asian-style dressing.,,113.778639,535,7/14/2025
536,Pixoboo,337 Warbler Point,Cafe,Quiet,Group Friendly,8:00am - 6:00pm,Nutritious bars packed with protein for energy,,1.4534246,536,5/31/2025
537,Devcast,05 Truax Lane,Residence,Loud,Group Friendly,24 hour,Frozen smoothie blend with berries for a quick and healthy breakfast.,,1.1448981,537,1/24/2026
538,Podcat,390 Mosinee Park,Academic,Quiet,Group Friendly,24 hour,Adjustable stand to improve ergonomics while working on a laptop.,,-78.1721189,538,2/22/2026
539,Dynazzy,939 Lerdahl Point,Library,Quiet,Not Group Friendly,11:00am - 5:00pm,Bluetooth-enabled key tracker to find lost items easily.,,113.269292,539,9/1/2025
540,Vinder,2 Talmadge Parkway,Residence,Moderate,Group Friendly,11:00am - 5:00pm,A nutritious salad with quinoa and black beans,,4.8261424,540,9/8/2025
541,Flashspan,02769 Drewry Park,Library,Moderate,Not Group Friendly,11:00am - 5:00pm,"Flavorful chicken sausage, low in fat and fully cooked.",,140.8492779,541,2/9/2026
542,Latz,6251 Huxley Circle,Academic,Moderate,Not Group Friendly,24 hour,Automated stirring for your drinks with just a press of a button.,,28.9870901,542,11/20/2025
543,Skipstorm,768 Glacier Hill Terrace,Residence,Moderate,Not Group Friendly,8:00am - 6:00pm,All-in-one kit for making delicious chicken salad.,,-8.5932108,543,11/4/2025
544,Innojam,7423 Ridgeview Point,Student Center,Loud,Group Friendly,8:00am - 6:00pm,Delicious veggie burgers loaded with grilled vegetables.,,-87.627893,544,12/31/2025
545,Livetube,8 Melvin Park,Student Center,Quiet,Group Friendly,11:00am - 5:00pm,Wheeled cooler for transporting drinks and snacks.,,108.4795361,545,5/25/2025
546,Devshare,55 Havey Plaza,Residence,Quiet,Not Group Friendly,11:00am - 5:00pm,Pulled jackfruit in a smoky BBQ sauce for a tasty vegan dish.,,24.9415656,546,1/12/2026
547,Skimia,920 Crowley Place,Library,Moderate,Group Friendly,11:00am - 5:00pm,Crisp and delicious organic apples.,,-10.022186,547,12/9/2025
548,Jayo,68628 Bunker Hill Park,Cafe,Loud,Group Friendly,11:00am - 5:00pm,Comfortable carrier for small pets during travel.,,2.8002946,548,3/25/2025
549,Abatz,179 Hazelcrest Terrace,Student Center,Quiet,Not Group Friendly,24 hour,Craft your own lip balms with this complete kit.,,118.06182,549,11/29/2025
550,Oozz,1 Kedzie Junction,Cafe,Moderate,Group Friendly,11:00am - 5:00pm,Color-changing smart LED bulbs compatible with Alexa.,,114.466022,550,12/17/2025
551,Twitterbeat,32 Petterle Way,Cafe,Moderate,Not Group Friendly,24 hour,Stylish stand to hold your recipes while cooking.,,111.3545546,551,7/28/2025
552,Topicware,280 Hovde Street,Cafe,Moderate,Not Group Friendly,11:00am - 5:00pm,Natural energy bites packed with fruits and nuts for a perfect snack.,,-83.1702597,552,6/6/2025
553,Cogilith,636 Maple Wood Terrace,Residence,Loud,Not Group Friendly,8:00am - 6:00pm,Perfectly designed pan for making crepes and pancakes.,,5.8978018,553,12/29/2025
554,Twitterbeat,63182 Starling Alley,Cafe,Loud,Not Group Friendly,8:00am - 6:00pm,Pack of ultra-soft microfiber cloths for cleaning.,,11.045721,554,11/23/2025
555,Devpulse,7 Rutledge Crossing,Cafe,Loud,Group Friendly,8:00am - 6:00pm,"Stylish ripped boyfriend jeans for a relaxed, effortlessly cool vibe.",,120.0496593,555,8/25/2025
556,Twitterbeat,361 Hanover Avenue,Residence,Quiet,Group Friendly,8:00am - 6:00pm,Rechargeable LED lantern ideal for camping and outdoor activities.,,-7.9720237,556,9/14/2025
557,Eabox,83294 Bunker Hill Parkway,Cafe,Loud,Group Friendly,24 hour,Shredded cabbage and carrots for coleslaw.,,-75.723394,557,8/18/2025
558,Yodoo,1 Anniversary Alley,Student Center,Quiet,Not Group Friendly,8:00am - 6:00pm,"Soft and fluffy whole wheat pita bread, great for wraps.",,19.0173647,558,1/3/2026
559,Jatri,65484 Sycamore Center,Library,Moderate,Not Group Friendly,8:00am - 6:00pm,"Chilled noodles dressed in sesame sauce, ready to eat.",,112.2878,559,6/29/2025
560,Bluejam,9 Esch Street,Student Center,Loud,Group Friendly,24 hour,Quick meal kit with pasta and fresh vegetables.,,17.1921015,560,1/29/2026
561,Browsebug,3 Carey Street,Academic,Quiet,Group Friendly,8:00am - 6:00pm,Soft and chewy cookies made with creamy peanut butter.,,5.8978018,561,11/6/2025
562,Voonyx,4465 Shelley Hill,Student Center,Quiet,Group Friendly,24 hour,"Crunchy granola with toasted coconut flakes, perfect for breakfast or snacks.",,-97.45842,562,3/27/2025
563,Devpulse,64911 Katie Pass,Library,Quiet,Group Friendly,8:00am - 6:00pm,Crispy cauliflower bites tossed in spicy buffalo sauce.,,7.593124,563,2/21/2026
564,Twinder,7965 Marquette Trail,Library,Loud,Group Friendly,8:00am - 6:00pm,Cordless electric knife for effortless slicing.,,99.679959,564,12/21/2025
565,Youtags,19344 Huxley Crossing,Library,Quiet,Not Group Friendly,24 hour,Rechargeable LED lantern ideal for camping and outdoor activities.,,-8.4622869,565,8/12/2025
566,Pixoboo,1 Arapahoe Junction,Cafe,Loud,Group Friendly,11:00am - 5:00pm,"Pasta alternative made from sweet potatoes, gluten-free and rich in flavor.",,116.293727,566,1/11/2026
567,InnoZ,10908 Pawling Lane,Academic,Quiet,Not Group Friendly,24 hour,"Gluten-free pasta made from lentils, high in protein.",,76.0001092,567,6/29/2025
568,Yoveo,1539 Florence Parkway,Cafe,Moderate,Group Friendly,11:00am - 5:00pm,Bold graphic hoodie featuring a comfortable fit and soft fabric.,,11.9101293,568,9/20/2025
569,Photofeed,71 Petterle Avenue,Residence,Quiet,Group Friendly,11:00am - 5:00pm,Natural air purifiers to absorb odors and moisture.,,120.67466,569,5/8/2025
570,Jabberstorm,65 Rowland Trail,Cafe,Loud,Group Friendly,24 hour,Soft hamburger buns made with whole grains.,,-7.4404863,570,8/1/2025
571,Devshare,35 Village Circle,Cafe,Moderate,Group Friendly,8:00am - 6:00pm,Frozen mini meatballs that are great as a snack or in pasta dishes.,,17.5786783,571,1/31/2026
572,Roodel,62140 Westend Lane,Cafe,Loud,Group Friendly,8:00am - 6:00pm,Instant-read thermometer for accurate cooking temperatures.,,22.5927946,572,5/28/2025
573,Dabshots,2264 Graceland Terrace,Cafe,Loud,Group Friendly,24 hour,Versatile multi-tool with 15 different functions.,,117.120033,573,2/3/2026
574,Yoveo,72539 Scoville Lane,Academic,Loud,Not Group Friendly,11:00am - 5:00pm,Ergonomic wireless mouse with adjustable DPI.,,23.2164145,574,1/25/2026
575,Skivee,50 Bobwhite Point,Student Center,Moderate,Not Group Friendly,8:00am - 6:00pm,Sleek wireless charging pad for smartphones.,,36.6889,575,4/11/2025
576,Twitternation,80674 Ruskin Way,Residence,Loud,Not Group Friendly,11:00am - 5:00pm,"Stylish two-tone windbreaker, perfect for active days.",,-7.1808711,576,9/27/2025
577,Quire,7303 Donald Park,Academic,Quiet,Group Friendly,8:00am - 6:00pm,Comfortable gaming chair for long hours of play.,,111.3947978,577,5/15/2025
578,Tanoodle,350 Golf Terrace,Academic,Quiet,Not Group Friendly,8:00am - 6:00pm,Refreshing sparkling water infused with cranberry and lime flavors.,,-89.52,578,6/9/2025
579,Lajo,42 Tomscot Point,Library,Moderate,Not Group Friendly,8:00am - 6:00pm,Cozy beanie hat to keep your head warm in the cold.,,30.384612,579,7/21/2025
580,Twitterbeat,5436 Harper Parkway,Cafe,Quiet,Not Group Friendly,11:00am - 5:00pm,Secure phone mount for your vehicle's dashboard.,,123.3058014,580,8/18/2025
581,Twinte,15833 Petterle Street,Student Center,Moderate,Group Friendly,24 hour,Creamy Greek yogurt packed with protein and probiotics.,,11.9120278,581,6/16/2025
582,Zava,3 Rigney Pass,Cafe,Moderate,Group Friendly,8:00am - 6:00pm,Compact travel organizer for accessories and toiletries.,,99.0267076,582,3/22/2025
583,Meevee,03023 Arapahoe Junction,Cafe,Moderate,Group Friendly,8:00am - 6:00pm,"Crunchy granola clusters, perfect for snacking or topping yogurt.",,19.9682943,583,5/11/2025
584,Realfire,18387 Towne Lane,Student Center,Moderate,Group Friendly,24 hour,Compact waffle maker for perfect small waffles.,,-40.6953223,584,6/30/2025
585,Jaloo,704 Melvin Avenue,Student Center,Moderate,Not Group Friendly,11:00am - 5:00pm,DIY kit to make your own lip balms in various flavors.,,20.9077452,585,5/6/2025
586,Devbug,572 Porter Street,Library,Loud,Group Friendly,11:00am - 5:00pm,"Supportive sports bra designed for high-impact workouts, made with moisture-wicking fabric.",,102.990108,586,9/6/2025
587,Meemm,88714 Trailsway Lane,Student Center,Moderate,Group Friendly,11:00am - 5:00pm,Soft comforter set for a cozy bedroom look.,,118.015602,587,1/6/2026
588,Brainbox,74 Cherokee Junction,Residence,Moderate,Group Friendly,24 hour,Compact electric pot for hot pot dining at home.,,43.1076819,588,11/16/2025
589,Jayo,9737 Johnson Park,Cafe,Quiet,Group Friendly,11:00am - 5:00pm,"Delicious and fully cooked sliced ham, ready to eat.",,-74.1643652,589,7/3/2025
590,Twimbo,679 Nancy Avenue,Student Center,Moderate,Not Group Friendly,11:00am - 5:00pm,Sweet and tangy raspberry lime beverage,,66.32376,590,8/11/2025
591,Realcube,56 Milwaukee Circle,Academic,Moderate,Group Friendly,24 hour,Classic wooden puzzle game for kids and adults.,,102.2462087,591,8/13/2025
592,Kimia,678 Claremont Trail,Cafe,Loud,Group Friendly,11:00am - 5:00pm,Quick-cooking ramen noodles made with organic wheat.,,110.179953,592,6/25/2025
593,Zoombeat,6 Kennedy Way,Residence,Moderate,Group Friendly,24 hour,Bell peppers filled with quinoa and vegetables.,,-89.270477,593,10/21/2025
594,Ntags,16819 Columbus Terrace,Residence,Moderate,Not Group Friendly,8:00am - 6:00pm,Ready-to-eat chicken bowl with teriyaki sauce and rice.,,120.3435365,594,5/23/2025
595,Realcube,018 Hayes Center,Cafe,Loud,Group Friendly,8:00am - 6:00pm,A blend of herbs and garlic for seasoning meats and vegetables.,,123.7702587,595,6/5/2025
596,Voolia,305 Macpherson Parkway,Library,Moderate,Group Friendly,8:00am - 6:00pm,Delicious waffles infused with pumpkin and spices.,,129.736915,596,8/27/2025
597,Tagpad,43 Northridge Alley,Residence,Loud,Group Friendly,11:00am - 5:00pm,Ready-to-drink shots made with fresh ginger and turmeric.,,140.6689995,597,8/25/2025
598,Rhybox,95 Blaine Drive,Residence,Quiet,Not Group Friendly,11:00am - 5:00pm,Portable rechargeable warmer for cold days.,,-40.2957768,598,10/16/2025
599,Myworks,7257 Pearson Place,Library,Loud,Group Friendly,8:00am - 6:00pm,Stylish smartwatch with fitness tracking and notifications.,,114.8567482,599,12/18/2025
600,Zoonder,94724 Dahle Hill,Library,Quiet,Not Group Friendly,24 hour,"A simple, no-bake cheesecake mix to create your own delicious cheesecake.",,121.006595,600,4/24/2025
601,Edgewire,98780 Russell Avenue,Academic,Quiet,Group Friendly,8:00am - 6:00pm,Programmable pet feeder for scheduled meals.,,105.2077798,601,12/15/2025
602,Trudoo,967 Hollow Ridge Crossing,Library,Loud,Not Group Friendly,24 hour,Complete fondue set for chocolate and cheese parties.,,42.1102682,602,5/12/2025
603,Shuffletag,34494 Autumn Leaf Lane,Student Center,Loud,Group Friendly,8:00am - 6:00pm,Convenient shower system for camping and outdoor activities.,,14.1650902,603,8/1/2025
604,Browsezoom,483 Mosinee Pass,Residence,Quiet,Not Group Friendly,8:00am - 6:00pm,Connect and control smart devices from one app.,,111.4529274,604,12/18/2025
605,Skyvu,357 Leroy Circle,Academic,Loud,Group Friendly,8:00am - 6:00pm,Hands-free waist pack for carrying essentials while walking your dog.,,117.406384,605,10/19/2025
606,Bubbletube,4844 Nobel Avenue,Cafe,Quiet,Not Group Friendly,8:00am - 6:00pm,"Sweet relish made from cucumbers, perfect for sandwiches.",,36.5260122,606,7/9/2025
607,Centimia,81715 Bay Junction,Academic,Quiet,Not Group Friendly,11:00am - 5:00pm,Collapsible dish rack for kitchen countertop use.,,100.8120563,607,9/10/2025
608,Jabbertype,9 Oxford Pass,Student Center,Quiet,Group Friendly,11:00am - 5:00pm,Breathable linen trousers perfect for hot weather.,,121.0702642,608,12/13/2025
609,Fiveclub,53 Springview Parkway,Residence,Quiet,Not Group Friendly,8:00am - 6:00pm,Comfortable eye mask that includes noise-canceling ear plugs.,,124.6161575,609,5/17/2025
610,Dabshots,3 Kennedy Parkway,Library,Moderate,Group Friendly,24 hour,Non-stick surface for easy cooking and cleaning.,,41.1342102,610,5/30/2025
611,Yoveo,6221 Blackbird Road,Cafe,Moderate,Not Group Friendly,24 hour,"Sweet and spiced apple filling, perfect for pies.",,16.0063249,611,4/4/2025
612,Reallinks,61991 Ridge Oak Place,Cafe,Quiet,Group Friendly,11:00am - 5:00pm,"Deliciously creamy spinach dip, perfect for parties.",,118.43196,612,10/4/2025
613,Browsetype,994 Dorton Trail,Residence,Loud,Not Group Friendly,11:00am - 5:00pm,"Tender jackfruit cooked in BBQ sauce, a delicious plant-based alternative.",,79.8908308,613,3/17/2026
614,Pixoboo,83289 Karstens Street,Student Center,Moderate,Not Group Friendly,11:00am - 5:00pm,"A delicious creamy dip featuring spinach and artichokes, perfect for parties.",,113.645873,614,12/16/2025
615,Kwimbee,10 Oak Valley Terrace,Residence,Loud,Not Group Friendly,8:00am - 6:00pm,Rich and flavorful pasta sauce made with ripe tomatoes and basil.,,21.10889,615,7/22/2025
616,Photojam,52 Gina Plaza,Academic,Quiet,Not Group Friendly,11:00am - 5:00pm,"A sweet and tangy dressing made with figs and balsamic vinegar, great on salads.",,125.5406265,616,5/6/2025
617,Plajo,19818 Jenna Court,Student Center,Moderate,Not Group Friendly,24 hour,Powerful blender for smoothies and soups.,,-41.745717,617,10/10/2025
618,Skippad,4 Morningstar Pass,Library,Moderate,Not Group Friendly,8:00am - 6:00pm,"A delicious creamy dip featuring spinach and artichokes, perfect for parties.",,-97.5199862,618,1/1/2026
619,Bubblebox,98280 Division Road,Library,Loud,Not Group Friendly,11:00am - 5:00pm,"Crispy mini pretzels, a great snack any time of day.",,106.27613,619,3/6/2026
620,Cogilith,9347 Clarendon Terrace,Residence,Moderate,Not Group Friendly,24 hour,DIY LED strip lights with remote control.,,103.064018,620,5/8/2025
621,Edgeblab,08 Lakeland Terrace,Student Center,Quiet,Not Group Friendly,11:00am - 5:00pm,"Light and crispy rice cakes, a perfect low-calorie snack.",,49.8240194,621,4/6/2025
622,Yoveo,765 Twin Pines Alley,Academic,Quiet,Not Group Friendly,24 hour,Compact food processor for quick meal prep.,,15.959277,622,10/17/2025
623,Teklist,13 Dixon Lane,Academic,Quiet,Group Friendly,11:00am - 5:00pm,Quick-cooking ramen for instant meals.,,120.395912,623,10/22/2025
624,Mybuzz,61 Sunbrook Alley,Academic,Quiet,Not Group Friendly,11:00am - 5:00pm,Set of two yoga blocks for increased stability and support.,,120.9997478,624,5/11/2025
625,Feedbug,6749 Pine View Trail,Library,Loud,Not Group Friendly,24 hour,Comfortable carry for pets while hiking or traveling.,,120.15507,625,8/17/2025
626,Oyoyo,2418 Chive Parkway,Library,Loud,Not Group Friendly,8:00am - 6:00pm,Ergonomic footrest for easier pedicure treatment.,,83.9955879,626,9/16/2025
627,Topdrive,89 Morning Junction,Residence,Loud,Not Group Friendly,11:00am - 5:00pm,Rechargeable electric toothbrush with smart timer.,,112.389438,627,4/7/2025
628,Twimbo,7 Bartelt Hill,Academic,Loud,Group Friendly,24 hour,"Sliced black olives, perfect for salads and pizzas.",,17.306927,628,10/14/2025
629,Eayo,0 Johnson Road,Cafe,Loud,Not Group Friendly,24 hour,Rich and flavorful tomato sauce for pasta or pizza.,,-8.6939907,629,4/23/2025
630,Trilia,1676 Cordelia Terrace,Academic,Quiet,Not Group Friendly,8:00am - 6:00pm,Durable backpack designed for hiking and outdoor excursions.,,37.4793238,630,5/17/2025
631,Livepath,67821 Katie Drive,Residence,Moderate,Group Friendly,8:00am - 6:00pm,"A sweet and tart jam, perfect on toast or in desserts.",,51.48333,631,6/30/2025
632,Katz,90265 Dovetail Road,Academic,Loud,Group Friendly,24 hour,Rechargeable lantern with multiple brightness settings for outdoors.,,-105.4093552,632,11/3/2025
633,Avamm,9 Scoville Point,Cafe,Moderate,Group Friendly,8:00am - 6:00pm,A flavorful sauce for stir-frying vegetables and meats.,,3.43333,633,2/15/2026
634,Zazio,4398 Emmet Circle,Academic,Moderate,Group Friendly,24 hour,Durable yoga strap for deeper stretches.,,135.5602794,634,7/12/2025
635,Linkbridge,47 Red Cloud Court,Student Center,Quiet,Group Friendly,11:00am - 5:00pm,"A sweet and tart jam, perfect on toast or in desserts.",,-8.971304,635,11/11/2025
636,Skinte,9141 Vera Point,Cafe,Quiet,Not Group Friendly,11:00am - 5:00pm,"Fresh and tart organic green apples, great for snacking or baking.",,120.8681069,636,6/24/2025
637,Riffwire,91 Dryden Point,Residence,Loud,Not Group Friendly,11:00am - 5:00pm,Control appliances remotely using your smartphone.,,-51.2003761,637,10/30/2025
638,Dynazzy,54 Havey Crossing,Academic,Quiet,Group Friendly,11:00am - 5:00pm,Refreshing sparkling water with lemon and lime flavor,,24.0942729,638,3/22/2025
639,Meevee,208 Pond Crossing,Academic,Quiet,Not Group Friendly,24 hour,Stylish and functional backpack for school or trips.,,120.8646582,639,3/25/2025
640,Mynte,157 Talmadge Park,Student Center,Loud,Group Friendly,11:00am - 5:00pm,Powerful blender for smoothies and soups.,,125.423119,640,3/8/2026
641,Twinte,9 Merrick Road,Academic,Quiet,Not Group Friendly,8:00am - 6:00pm,Rich and tangy dressing perfect for salads.,,22.3898739,641,6/15/2025
642,Fanoodle,82 Maple Parkway,Student Center,Quiet,Not Group Friendly,8:00am - 6:00pm,Dried tomatoes packed with deep flavor for salads and pasta.,,3.7636128,642,5/10/2025
643,Meemm,445 Sutteridge Parkway,Library,Loud,Not Group Friendly,11:00am - 5:00pm,DIY kit to convert your smartphone into a mini projector.,,71.9210047,643,7/26/2025
644,Realbridge,355 Valley Edge Road,Residence,Loud,Group Friendly,11:00am - 5:00pm,Heavy-duty rake with adjustable width for different gardening needs.,,128.1590828,644,11/20/2025
645,Skajo,07 Amoth Point,Library,Loud,Group Friendly,11:00am - 5:00pm,Cordless electric screwdriver for home projects.,,124.25,645,4/30/2025
646,Realfire,44 Hoard Way,Student Center,Moderate,Not Group Friendly,24 hour,"A classic soup combining tomatoes and basil, great with grilled cheese sandwiches.",,21.3589808,646,2/21/2026
647,Photobug,0 Straubel Circle,Residence,Loud,Group Friendly,8:00am - 6:00pm,A retro-style button-down shirt with a relaxed fit.,,19.5946634,647,12/28/2025
648,Brainlounge,87 Hudson Crossing,Cafe,Quiet,Not Group Friendly,8:00am - 6:00pm,A sleek leather wallet that combines style and functionality.,,-6.2634596,648,1/22/2026
649,Youfeed,1 Mallory Terrace,Library,Moderate,Not Group Friendly,8:00am - 6:00pm,"Sliced black olives, perfect for salads and pizzas.",,118.132068,649,10/14/2025
650,Realmix,03 Cherokee Terrace,Cafe,Moderate,Group Friendly,8:00am - 6:00pm,"Tangy and sweet balsamic dressing, perfect for salads.",,113.6799766,650,7/21/2025
651,Voomm,5 Mccormick Road,Cafe,Loud,Not Group Friendly,11:00am - 5:00pm,Complete cleaning kit for camera lenses.,,55.4543246,651,11/15/2025
652,Wordpedia,01500 Fordem Road,Academic,Loud,Not Group Friendly,11:00am - 5:00pm,"Green salsa with a spicy kick, great for dipping.",,-48.8447394,652,1/8/2026
653,Muxo,72 Schlimgen Hill,Cafe,Moderate,Group Friendly,11:00am - 5:00pm,Cold pasta salad tossed with pesto and fresh vegetables.,,-93.91,653,10/16/2025
654,Dablist,319 Nevada Place,Residence,Quiet,Group Friendly,11:00am - 5:00pm,Non-stick and heat-resistant utensils for cooking.,,7.7424053,654,11/29/2025
655,Voomm,7 Sugar Circle,Library,Moderate,Group Friendly,8:00am - 6:00pm,Convertible kneeler and seat for gardening comfort.,,37.8087693,655,5/23/2025
656,Talane,4 Schurz Alley,Academic,Moderate,Not Group Friendly,24 hour,A mix of frozen berries for smoothies or desserts,,102.969002,656,3/20/2025
657,Buzzster,3 Harper Trail,Academic,Moderate,Group Friendly,24 hour,Cordless electric screwdriver for home projects.,,-8.2603368,657,1/3/2026
658,Realblab,23 Waywood Alley,Academic,Quiet,Not Group Friendly,8:00am - 6:00pm,High-quality whole wheat flour for baking and cooking.,,115.08775,658,11/30/2025
659,Eazzy,30 Prairie Rose Park,Cafe,Moderate,Group Friendly,8:00am - 6:00pm,"Skillet that can fry, grill, and sauté with ease.",,108.4703138,659,3/1/2026
660,Babblestorm,14766 Hayes Court,Residence,Loud,Group Friendly,8:00am - 6:00pm,"A zesty salsa made with peaches and mangos, great for chips.",,115.5207358,660,1/6/2026
661,Dablist,86791 Hallows Drive,Cafe,Moderate,Not Group Friendly,8:00am - 6:00pm,"Roasted pistachios, a healthy and tasty snack.",,43.3907569,661,6/21/2025
662,Leenti,67151 Banding Alley,Cafe,Moderate,Not Group Friendly,11:00am - 5:00pm,Durable lunch box designed to keep food fresh and cool.,,16.5942897,662,2/21/2026
663,Flipbug,304 Vidon Circle,Student Center,Moderate,Not Group Friendly,24 hour,Qi-certified charger for fast wireless charging of smartphones.,,-175.21333,663,10/18/2025
664,Shuffledrive,1368 Oxford Circle,Cafe,Quiet,Group Friendly,11:00am - 5:00pm,A seasonal creamer that adds pumpkin spice flavor to coffee or tea.,,-8.635246,664,12/27/2025
665,Twinder,33332 Memorial Alley,Library,Moderate,Group Friendly,8:00am - 6:00pm,Fun fridge magnets to decorate your kitchen.,,84.1556369,665,6/18/2025
666,Oyoloo,89277 Crownhardt Way,Library,Loud,Group Friendly,24 hour,Non-slip yoga mat for optimal grip and comfort.,,121.1893,666,5/17/2025
667,Katz,219 Grayhawk Pass,Student Center,Quiet,Not Group Friendly,24 hour,"Creamy ranch dressing, perfect for salads and dips.",,36.6585689,667,10/24/2025
668,Zazio,70 Maple Wood Pass,Academic,Quiet,Group Friendly,24 hour,Functional leggings designed for maximum comfort during workouts.,,50.6430658,668,7/27/2025
669,Zoonder,2 Gulseth Lane,Academic,Moderate,Not Group Friendly,8:00am - 6:00pm,Corn on the cob seasoned with chili and lime for a spicy kick.,,49.4017092,669,9/23/2025
670,Jamia,0429 Service Avenue,Residence,Quiet,Group Friendly,24 hour,Cordless electric knife for effortless slicing.,,124.0280263,670,6/14/2025
671,Meemm,78635 Northfield Pass,Academic,Quiet,Group Friendly,11:00am - 5:00pm,Regulate water temperature for safe and comfortable showers.,,-36.2064182,671,3/19/2026
672,Jaxbean,4 Badeau Way,Academic,Moderate,Not Group Friendly,24 hour,"Flavorful chicken sausage, low in fat and fully cooked.",,-8.3687908,672,8/6/2025
673,Thoughtstorm,828 Dixon Circle,Library,Moderate,Not Group Friendly,24 hour,Smoky and sweet BBQ sauce for grilling and dipping.,,22.7447696,673,5/3/2025
674,Linkbridge,97 Mosinee Pass,Academic,Loud,Group Friendly,11:00am - 5:00pm,Unsweetened coconut flakes for baking and topping.,,66.9511459,674,10/4/2025
675,Realblab,87 Marcy Road,Student Center,Loud,Group Friendly,8:00am - 6:00pm,"Pre-cooked vegetable fried rice, just heat and serve.",,-48.5762695,675,4/8/2025
